"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"860Z200US12763","ZCTA5 12763","470","168","411","148","372","147","23","21","0","13","0","13","0","13","0","13","16","21","12","19","4","7","59","50","32","40","0","13","0","13","0","13","0","13","14","24","13","22","7","11","6","12",
"860Z200US12764","ZCTA5 12764","1713","242","1621","239","1465","235","85","67","0","13","32","37","0","13","10","14","29","25","18","24","11","14","92","54","47","53","5","6","0","13","0","13","0","13","21","17","19","18","12","12","7","13",
"860Z200US12765","ZCTA5 12765","891","282","883","281","883","281","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","13","8","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12766","ZCTA5 12766","658","259","658","259","623","251","0","13","0","13","19","23","0","13","0","13","16","27","0","13","16","27","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12767","ZCTA5 12767","225","172","223","172","223","172","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","2","5","2","5","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12768","ZCTA5 12768","866","263","570","183","531","177","8","15","0","13","0","13","0","13","0","13","31","35","0","13","31","35","296","234","73","113","18","38","0","13","0","13","0","13","125","163","80","116","80","116","0","13",
"860Z200US12769","ZCTA5 12769","363","208","296","153","220","136","40","58","0","13","36","47","0","13","0","13","0","13","0","13","0","13","67","90","0","13","0","13","0","13","0","13","0","13","0","13","67","90","10","22","57","87",
"860Z200US12770","ZCTA5 12770","180","90","140","67","140","67","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","40","62","38","62","0","13","0","13","0","13","0","13","0","13","2","6","2","6","0","13",
"860Z200US12771","ZCTA5 12771","14454","516","12190","827","9736","908","953","375","168","92","524","273","0","21","12","21","797","322","109","112","688","309","2264","635","667","293","57","62","348","349","0","21","0","21","535","328","657","293","455","259","202","170",
"860Z200US12775","ZCTA5 12775","2474","383","2033","409","1836","415","145","120","4","9","25","30","0","13","0","13","23","22","0","13","23","22","441","233","114","115","22","25","0","13","0","13","0","13","213","225","92","60","80","55","12","21",
"860Z200US12776","ZCTA5 12776","2072","341","1758","308","1679","303","16","13","0","13","6","8","0","13","16","27","41","37","0","13","41","37","314","150","222","120","0","13","0","13","0","13","0","13","25","26","67","96","67","96","0","13",
"860Z200US12777","ZCTA5 12777","846","147","801","146","714","146","20","25","0","13","26","20","0","13","1","6","40","38","7","11","33","36","45","30","34","28","0","13","3","5","0","13","0","13","8","10","0","13","0","13","0","13",
"860Z200US12778","ZCTA5 12778","402","255","402","255","391","253","0","13","0","13","0","13","0","13","11","19","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12779","ZCTA5 12779","2304","639","1133","430","681","303","380","296","0","13","0","13","0","13","0","13","72","105","0","13","72","105","1171","558","263","282","32","50","85","112","0","13","0","13","666","550","125","101","16","25","109","93",
"860Z200US12780","ZCTA5 12780","2268","432","2208","426","1732","343","149","200","0","13","17","27","0","13","0","13","310","186","41","48","269","151","60","50","40","43","0","13","0","13","0","13","0","13","11","18","9","16","9","16","0","13",
"860Z200US12781","ZCTA5 12781","202","144","192","141","192","141","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","21","10","21","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12783","ZCTA5 12783","1409","345","1240","347","1103","331","109","82","0","13","0","13","0","13","0","13","28","27","21","25","7","10","169","129","123","105","0","13","0","13","0","13","0","13","46","72","0","13","0","13","0","13",
"860Z200US12784","ZCTA5 12784","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12785","ZCTA5 12785","1041","616","987","615","566","268","119","154","0","13","27","39","0","13","0","13","275","264","0","13","275","264","54","49","11","17","0","13","0","13","0","13","0","13","17","21","26","42","0","13","26","42",
"860Z200US12786","ZCTA5 12786","568","266","524","254","423","212","19","28","0","13","0","13","0","13","82","130","0","13","0","13","0","13","44","55","11","17","0","13","0","13","0","13","0","13","1","2","32","53","15","30","17","27",
"860Z200US12787","ZCTA5 12787","97","88","97","88","85","87","0","13","0","13","0","13","0","13","0","13","12","17","0","13","12","17","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12788","ZCTA5 12788","2841","436","2431","401","1817","367","462","165","8","14","49","65","0","13","6","11","89","93","8","12","81","90","410","225","77","69","64","82","8","14","0","13","0","13","152","154","109","69","109","69","0","13",
"860Z200US12789","ZCTA5 12789","2336","446","1750","323","1370","302","114","79","0","13","126","64","0","13","0","13","140","90","0","13","140","90","586","277","209","131","0","13","0","13","0","13","0","13","30","40","347","206","191","169","156","125",
"860Z200US12790","ZCTA5 12790","4226","558","3884","570","3449","524","43","45","3","5","199","118","0","13","0","13","190","91","75","64","115","83","342","196","159","125","0","13","0","13","0","13","0","13","0","13","183","133","139","121","44","52",
"860Z200US12791","ZCTA5 12791","690","429","615","431","607","433","0","13","0","13","0","13","0","13","0","13","8","15","0","13","8","15","75","119","0","13","0","13","0","13","0","13","0","13","22","33","53","89","53","89","0","13",
"860Z200US12792","ZCTA5 12792","167","101","167","101","167","101","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12801","ZCTA5 12801","14754","24","14120","211","13113","350","362","140","4","7","37","37","0","21","9","14","595","190","67","45","528","187","634","206","309","142","113","104","0","21","15","22","0","21","35","37","162","137","153","134","9","21",
"860Z200US12803","ZCTA5 12803","8828","509","8629","514","8212","536","49","43","0","19","30","52","0","19","37","48","301","184","10","14","291","187","199","150","138","118","0","19","57","103","0","19","0","19","1","6","3","8","3","8","0","19",
"860Z200US12804","ZCTA5 12804","27805","321","27052","370","25782","508","220","95","31","32","166","114","0","25","79","81","774","305","372","235","402","207","753","206","188","163","5","10","0","25","0","25","0","25","141","81","419","182","419","182","0","25",
"860Z200US12808","ZCTA5 12808","201","58","201","58","194","57","0","13","0","13","5","13","0","13","0","13","2","4","0","13","2","4","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12809","ZCTA5 12809","3612","138","3568","151","3438","178","10","8","4","8","10","21","0","13","21","39","85","63","9","10","76","62","44","54","10","18","0","13","0","13","0","13","0","13","16","28","18","27","18","27","0","13",
"860Z200US12810","ZCTA5 12810","537","110","525","109","498","103","5","7","0","13","0","13","0","13","1","2","21","20","0","13","21","20","12","13","3","5","0","13","0","13","0","13","0","13","0","13","9","12","9","12","0","13",
"860Z200US12811","ZCTA5 12811","225","133","225","133","224","132","0","13","0","13","0","13","0","13","0","13","1","4","0","13","1","4","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12812","ZCTA5 12812","349","193","349","193","349","193","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12814","ZCTA5 12814","1135","225","1135","225","1128","225","7","14","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12815","ZCTA5 12815","1099","178","1099","178","1095","179","0","13","0","13","0","13","0","13","4","5","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12816","ZCTA5 12816","4626","325","4433","331","4277","329","46","35","8","9","46","67","0","13","12","18","44","26","3","4","41","26","193","125","100","89","15","24","0","13","0","13","0","13","2","4","76","72","73","71","3","6",
"860Z200US12817","ZCTA5 12817","1951","263","1951","263","1883","268","0","13","0","13","31","41","0","13","14","24","23","23","9","14","14","18","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12819","ZCTA5 12819","286","89","286","89","266","85","0","13","0","13","0","13","0","13","0","13","20","21","2","4","18","21","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12820","ZCTA5 12820","102","89","102","89","102","89","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12821","ZCTA5 12821","2378","159","1932","225","764","213","1040","123","5","8","35","27","0","13","5","8","83","36","21","24","62","31","446","120","175","82","106","86","0","13","0","13","0","13","101","48","64","34","41","34","23","21",
"860Z200US12822","ZCTA5 12822","6200","356","6068","381","5950","369","12","16","0","19","0","19","0","19","0","19","106","81","56","73","50","39","132","94","90","77","0","19","4","9","0","19","0","19","34","44","4","11","4","11","0","19",
"860Z200US12823","ZCTA5 12823","502","366","502","366","480","365","0","13","0","13","9","17","0","13","0","13","13","17","0","13","13","17","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12824","ZCTA5 12824","1088","236","1058","239","1034","242","14","17","0","13","0","13","0","13","0","13","10","17","10","17","0","13","30","34","15","21","0","13","0","13","0","13","0","13","0","13","15","22","15","22","0","13",
"860Z200US12827","ZCTA5 12827","3673","303","3648","303","3443","308","26","34","7","11","8","12","23","36","33","43","108","59","54","39","54","42","25","29","6","12","0","13","0","13","0","13","0","13","19","28","0","13","0","13","0","13",
"860Z200US12828","ZCTA5 12828","9590","731","9463","728","9082","738","42","42","99","89","26","40","0","19","0","19","214","129","44","55","170","116","127","122","82","108","0","19","0","19","0","19","0","19","1","7","44","62","44","62","0","19",
"860Z200US12831","ZCTA5 12831","18318","1124","17460","1202","16849","1240","86","82","8","10","211","180","13","23","21","22","272","119","71","68","201","106","858","442","536","400","0","21","0","21","0","21","0","21","161","130","161","115","111","93","50","72",
"860Z200US12832","ZCTA5 12832","6486","424","6430","416","6184","427","112","96","6","9","7","12","0","19","0","19","121","85","72","72","49","42","56","60","3","8","0","19","0","19","0","19","0","19","5","9","48","55","48","55","0","19",
"860Z200US12833","ZCTA5 12833","5233","508","5100","537","4799","523","28","46","0","19","101","105","0","19","0","19","172","93","35","40","137","82","133","127","42","67","0","19","0","19","0","19","0","19","91","108","0","19","0","19","0","19",
"860Z200US12834","ZCTA5 12834","6261","459","6069","464","5852","457","35","48","1","3","84","101","0","19","30","41","67","54","29","27","38","45","192","109","15","17","0","19","0","19","0","19","0","19","84","100","93","87","93","87","0","19",
"860Z200US12835","ZCTA5 12835","2545","245","2512","242","2384","254","9","10","3","5","0","13","0","13","6","7","110","88","94","88","16","13","33","24","17","19","0","13","0","13","0","13","0","13","16","15","0","13","0","13","0","13",
"860Z200US12836","ZCTA5 12836","461","119","458","119","441","117","0","13","0","13","0","13","0","13","0","13","17","15","10","12","7","9","3","4","0","13","0","13","3","4","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12837","ZCTA5 12837","879","363","878","363","847","361","0","13","0","13","0","13","0","13","0","13","31","29","30","28","1","2","1","2","0","13","0","13","0","13","0","13","0","13","1","2","0","13","0","13","0","13",
"860Z200US12838","ZCTA5 12838","721","232","695","230","667","230","0","13","0","13","0","13","0","13","0","13","28","26","24","25","4","7","26","34","26","34","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12839","ZCTA5 12839","13764","383","13289","414","12729","483","42","33","28","27","55","64","0","21","12","24","423","265","317","235","106","73","475","230","173","130","0","21","0","21","0","21","0","21","251","215","51","59","0","21","51","59",
"860Z200US12841","ZCTA5 12841","95","42","95","42","95","42","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12842","ZCTA5 12842","705","154","702","154","650","144","2","4","0","13","1","3","0","13","0","13","49","35","13","17","36","32","3","6","0","13","0","13","0","13","0","13","0","13","0","13","3","6","3","6","0","13",
"860Z200US12843","ZCTA5 12843","678","153","678","153","663","151","10","19","0","13","0","13","0","13","0","13","5","7","5","7","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12844","ZCTA5 12844","293","132","281","129","276","128","5","8","0","13","0","13","0","13","0","13","0","13","0","13","0","13","12","10","3","6","1","2","0","13","0","13","0","13","3","5","5","6","3","5","2","5",
"860Z200US12845","ZCTA5 12845","4573","340","4362","357","4174","357","55","37","6","8","27","33","0","13","0","13","100","59","9","16","91","55","211","111","139","102","0","13","0","13","0","13","0","13","21","26","51","42","44","42","7","9",
"860Z200US12846","ZCTA5 12846","3004","90","2980","98","2936","99","14","19","3","6","0","13","0","13","0","13","27","29","13","19","14","22","24","39","24","39","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12847","ZCTA5 12847","687","141","651","135","597","128","15","17","3","5","15","28","0","13","0","13","21","19","0","13","21","19","36","36","0","13","0","13","0","13","0","13","0","13","36","36","0","13","0","13","0","13",
"860Z200US12849","ZCTA5 12849","425","215","414","217","414","217","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","11","17","10","16","0","13","0","13","0","13","0","13","1","6","0","13","0","13","0","13",
"860Z200US12850","ZCTA5 12850","2729","446","2707","443","2610","444","62","74","0","13","0","13","0","13","0","13","35","28","16","21","19","15","22","37","22","37","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12851","ZCTA5 12851","319","81","319","81","295","78","3","7","8","9","0","13","0","13","0","13","13","12","0","13","13","12","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12852","ZCTA5 12852","365","80","358","79","334","83","6","10","1","3","9","14","0","13","0","13","8","9","0","13","8","9","7","8","0","13","0","13","0","13","0","13","0","13","3","5","4","6","0","13","4","6",
"860Z200US12853","ZCTA5 12853","1379","341","1354","328","1246","300","11","12","0","13","74","84","0","13","0","13","23","22","0","13","23","22","25","41","25","41","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12854","ZCTA5 12854","98","124","98","124","98","124","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12855","ZCTA5 12855","207","67","191","59","190","59","0","13","0","13","0","13","0","13","0","13","1","2","0","13","1","2","16","28","11","24","0","13","0","13","0","13","0","13","0","13","5","8","5","8","0","13",
"860Z200US12856","ZCTA5 12856","313","165","313","165","313","165","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12857","ZCTA5 12857","738","144","730","142","718","141","0","13","1","3","4","7","0","13","0","13","7","6","4","6","3","4","8","10","3","4","0","13","0","13","0","13","0","13","0","13","5","9","5","9","0","13",
