zcta5,inc_total,inc_10k,inc_15k,inc_25k,inc_35k,inc_50k,inc_75k,inc_100k,inc_150k,inc_200k,inc_200kplus,inc_mean,inc_avg,ins_total_pop,ins_total,ins_private,ins_public,no_ins_total,pov_families,pov_all
11713,3253,5.3,0.6,6.3,8.9,4.5,11.9,14.2,23.4,12.4,12.5,95974,126147,8905,94.1,74.2,34.5,5.9,9.9,14.4
11714,7898,4.0,1.2,4.4,4.1,6.9,10.0,8.0,24.2,11.7,25.4,123473,150059,22418,97.5,84.5,28.4,2.5,2.4,4.5
11715,1554,0.5,9.3,1.4,0.0,6.4,12.9,5.7,16.8,24.3,22.6,141774,145211,3786,99.7,93.0,22.8,0.3,5.1,6.7
11716,3457,4.9,0.9,3.5,1.4,7.9,9.7,12.5,25.3,16.8,17.1,119612,129686,10074,98.2,83.7,28.7,1.8,2.4,7.5
11717,14779,1.6,1.7,3.3,5.1,6.5,12.9,12.1,22.5,12.7,21.7,111425,137030,64256,88.6,61.9,35.1,11.4,5.3,6.7
11718,1020,0.0,0.6,0.6,2.9,3.9,6.6,5.7,22.2,13.5,44.0,187581,202958,3171,98.5,92.5,20.2,1.5,0.0,0.3
11719,1110,10.1,0.7,2.7,2.5,5.9,13.9,6.7,26.2,10.6,20.6,110179,132713,3320,98.2,69.4,43.8,1.8,5.5,13.4
11720,8956,1.8,0.5,3.3,3.1,4.4,13.3,11.7,24.8,14.0,23.0,123603,145633,29138,96.1,82.1,26.3,3.9,3.2,5.4
11721,2388,3.2,0.9,3.1,1.5,4.7,4.6,4.5,13.6,13.3,50.5,204048,257598,6569,99.6,90.0,24.2,0.4,6.4,8.8
11722,9864,2.7,4.0,6.0,3.9,6.4,15.4,11.4,23.4,13.7,13.2,100387,117719,37013,90.0,61.5,37.3,10.0,6.8,10.6
11724,963,3.5,0.0,0.6,1.6,2.4,10.1,1.1,7.8,13.3,59.6,"250,000+",271473,2874,98.5,92.9,14.7,1.5,0.4,2.0
11725,9083,1.9,0.8,1.3,2.4,3.6,7.5,8.0,17.5,18.6,38.4,168786,206323,28422,97.8,87.3,24.0,2.2,1.4,2.4
11726,6198,2.5,1.6,4.5,6.7,9.6,7.9,12.1,24.0,13.5,17.6,117113,133708,22054,94.3,67.2,37.4,5.7,9.0,10.1
11727,11356,3.9,3.3,3.8,4.1,7.9,15.6,14.7,18.7,13.9,14.1,93042,118475,30027,96.9,77.0,33.4,3.1,5.6,9.3
11729,8684,2.2,1.2,5.1,2.9,6.1,9.7,10.0,23.4,17.6,21.8,124704,147269,26584,97.3,82.9,27.3,2.7,3.7,5.0
11730,5075,0.8,2.1,4.5,5.8,2.4,9.1,13.6,19.0,15.5,27.1,137649,160546,14064,98.0,84.2,28.5,2.0,1.8,3.6
11731,10674,2.3,1.3,2.3,2.6,3.1,11.2,7.7,18.7,21.1,29.8,151291,178115,30664,98.3,86.4,24.8,1.7,2.6,4.2
11732,1520,13.6,2.2,5.0,2.8,3.3,4.9,7.7,21.1,11.8,27.8,116705,158168,3546,98.7,89.2,27.9,1.3,0.0,7.9
11733,6010,0.6,1.4,2.0,4.8,4.9,8.2,6.3,17.3,12.6,41.9,170074,225160,16993,99.0,88.5,26.2,1.0,2.2,4.3
11735,11114,2.5,1.5,3.2,3.8,4.2,10.2,9.4,18.4,18.4,28.2,143242,162949,32534,97.5,86.2,25.1,2.5,2.1,3.9
11738,5639,1.0,0.2,4.5,4.4,3.8,11.2,7.7,28.6,15.7,23.0,128728,150873,19883,94.9,76.2,28.8,5.1,5.8,6.5
11739,511,0.0,1.6,12.1,0.0,9.6,6.8,6.7,11.0,16.4,35.8,164464,211981,1400,98.6,91.9,26.4,1.4,0.0,0.6
11740,3550,6.3,1.0,5.2,3.4,9.3,5.8,6.7,13.4,19.0,29.8,144911,171514,10812,99.0,82.2,30.8,1.0,3.6,5.0
11741,9151,2.1,2.0,3.2,1.3,5.4,9.1,12.1,20.3,19.3,25.3,140334,155490,27581,96.7,81.8,26.8,3.3,3.2,4.8
11742,4555,0.5,3.4,2.9,6.5,6.3,8.2,10.9,22.9,15.0,23.2,126755,145153,13448,95.7,81.4,25.3,4.3,3.1,5.4
11743,15183,3.1,1.0,2.3,2.4,3.9,7.5,8.9,16.9,16.7,37.3,164182,220090,41361,97.9,86.9,26.1,2.1,2.4,4.9
11746,21462,1.8,1.0,4.6,3.7,3.6,10.5,7.3,19.1,13.9,34.5,146150,189113,67488,95.5,77.6,29.5,4.5,4.9,7.6
11747,7501,1.5,1.3,4.4,3.0,5.1,11.2,9.3,15.6,15.7,32.9,147013,209924,19401,98.8,84.3,34.9,1.2,0.9,4.0
11749,1113,1.4,0.8,2.2,3.7,13.8,11.6,9.8,23.5,14.5,18.7,109964,131602,3536,98.1,72.8,32.7,1.9,1.7,4.8
11751,5178,5.3,0.6,3.0,3.4,6.8,15.5,8.8,23.4,12.9,20.2,114185,131060,13497,96.3,79.9,32.2,3.7,3.3,4.9
11752,3076,2.5,0.2,1.3,3.6,7.6,5.7,10.1,19.9,24.0,25.1,147672,158403,9164,97.5,85.5,27.3,2.5,2.9,3.5
11753,4059,1.7,0.5,0.7,3.2,2.4,5.0,10.5,21.0,11.2,43.8,172983,254249,13053,96.5,82.1,28.6,3.5,1.5,5.1
11754,6790,3.0,0.6,3.8,6.9,6.8,12.0,8.9,15.4,17.7,25.0,119929,149568,18194,97.1,84.9,25.6,2.9,0.9,2.4
11755,4100,4.7,2.4,1.6,3.7,9.8,8.4,10.5,18.9,14.4,25.6,121196,144378,12204,95.6,84.4,23.2,4.4,2.2,5.3
11756,13886,1.6,0.4,2.2,2.7,6.0,7.9,10.1,23.2,19.6,26.4,141442,154866,42459,97.5,86.0,26.8,2.5,1.7,3.1
11757,14762,2.8,2.1,3.7,4.5,8.2,10.1,11.0,21.0,15.6,21.1,117182,135414,45082,96.5,78.4,30.8,3.5,4.8,6.5
11758,19029,2.8,0.9,2.6,3.3,4.2,9.1,9.9,17.8,16.3,32.9,146410,178161,54201,98.6,87.8,27.1,1.4,2.6,4.0
11762,7657,3.2,0.7,2.5,2.1,4.4,5.4,7.4,20.6,19.5,34.3,160139,176755,22308,97.2,88.0,25.2,2.8,2.3,3.5
11763,9579,2.8,0.7,3.7,5.2,8.6,13.5,9.5,23.1,17.1,15.8,111296,126384,29490,95.9,79.8,32.2,4.1,1.8,6.3
11764,4214,2.5,2.2,1.4,1.5,12.7,10.4,4.6,22.3,13.4,29.1,136360,156006,12711,98.6,88.8,28.5,1.4,2.4,6.2
11765,235,1.3,0.0,5.1,3.4,3.4,1.3,6.4,4.7,16.6,57.9,"250,000+",506993,708,98.4,85.7,24.7,1.6,2.9,3.1
11766,3839,0.9,1.5,0.6,4.9,4.0,10.8,9.7,18.0,17.3,32.2,146042,174113,11476,99.2,88.0,31.6,0.8,1.1,1.8
11767,4756,4.9,1.1,2.5,2.1,2.8,11.1,8.6,24.6,13.2,29.2,136375,169612,14300,97.3,88.7,20.2,2.7,4.9,3.8
11768,7916,2.0,1.5,2.3,3.1,4.7,9.2,6.7,15.6,18.7,36.3,162475,205171,21188,98.7,88.6,27.4,1.3,3.7,5.8
11769,3360,5.2,2.2,1.6,8.4,4.3,8.3,8.8,21.5,9.2,30.4,122909,156898,8867,98.5,85.3,32.9,1.5,2.9,5.8
11770,48,0.0,0.0,0.0,0.0,12.5,16.7,14.6,52.1,0.0,4.2,113750,123485,112,92.9,44.6,56.3,7.1,0.0,0.0
11771,3640,4.5,1.1,1.8,3.2,4.5,9.9,5.1,20.2,8.5,41.1,149577,237208,10067,97.6,79.1,28.3,2.4,5.7,7.1
11772,16983,5.1,2.5,4.7,4.9,7.4,9.8,13.5,24.5,12.7,14.9,103207,128231,45121,95.8,80.2,29.7,4.2,4.3,6.3
11776,8202,1.9,2.1,4.2,4.1,6.6,10.4,9.8,23.7,17.2,19.9,120135,141346,23894,97.0,79.2,30.1,3.0,3.2,5.9
11777,3561,0.8,1.9,0.7,3.7,5.8,11.5,10.3,20.8,11.0,33.6,136484,186156,9080,96.9,81.6,31.0,3.1,1.1,5.2
11778,4576,2.3,1.6,2.5,2.7,5.0,13.3,13.9,26.3,11.5,20.9,114848,138363,12486,97.9,83.2,26.1,2.1,2.1,3.1
11779,13069,3.3,1.3,2.9,5.6,4.9,13.7,12.9,21.2,16.4,17.9,113355,126758,38629,96.8,79.1,30.2,3.2,3.2,5.7
11780,5463,1.3,0.4,3.7,3.6,4.7,8.6,12.1,15.2,14.0,36.4,151971,201452,15258,97.7,87.2,25.4,2.3,0.9,2.1
11782,5522,3.7,2.3,2.8,4.2,4.9,6.7,10.2,19.1,15.2,30.7,143822,178403,14904,98.2,88.7,26.9,1.8,2.0,4.5
11783,7101,0.5,0.6,2.4,2.4,3.7,7.8,7.9,22.9,15.8,35.9,157983,184817,21916,98.1,89.1,25.7,1.9,1.5,2.3
11784,8204,2.4,1.7,4.3,3.9,5.2,14.4,15.5,23.4,13.1,16.3,108913,124898,25425,96.1,75.1,33.8,3.9,3.1,4.8
11786,1924,2.4,0.2,1.8,1.8,1.3,8.2,7.0,21.2,18.1,38.0,162143,184623,6558,97.6,85.6,24.5,2.4,1.4,4.5
11787,11804,4.0,2.0,2.8,2.6,4.5,7.6,9.8,20.7,14.0,31.9,139239,173564,33781,98.2,85.2,27.2,1.8,2.5,4.8
11788,5548,1.5,1.6,3.6,3.1,6.4,9.0,10.8,17.1,15.2,31.7,139903,173132,17017,96.6,82.8,27.4,3.4,4.3,5.3
11789,2753,0.8,2.2,6.5,3.1,9.0,7.5,15.8,24.1,18.1,12.9,123794,120436,7434,96.5,87.0,21.7,3.5,0.0,2.5
11790,4488,0.9,1.4,3.3,1.1,4.9,5.7,11.4,22.8,14.6,33.7,145545,192973,19239,98.8,86.1,24.3,1.2,0.7,4.7
11791,8110,3.3,1.9,2.5,3.1,2.9,5.9,8.1,13.3,11.2,47.9,190347,259031,25582,98.2,86.2,23.8,1.8,4.0,4.5
11792,3062,4.4,0.0,0.9,8.3,3.4,5.5,6.9,21.9,15.3,33.4,147563,163495,8549,97.4,80.9,27.8,2.6,5.4,3.9
11793,10348,1.7,1.1,4.0,2.8,3.3,8.0,8.1,16.1,17.4,37.6,164773,180230,30852,98.9,88.4,24.4,1.1,2.8,4.2
11794,0,-,-,-,-,-,-,-,-,-,-,-,-,1425,99.0,80.8,22.6,1.0,-,-
11795,8176,0.6,0.7,1.1,2.3,3.0,9.7,9.0,18.9,17.5,37.2,161533,189021,25419,97.3,87.4,21.6,2.7,1.2,2.8
11796,1352,3.1,0.0,3.2,5.5,6.4,8.8,5.9,14.8,24.0,28.2,156136,157687,3843,98.2,88.3,23.5,1.8,3.2,4.5
11797,3045,4.4,0.4,3.2,2.9,2.7,7.0,6.6,12.7,11.0,49.2,193866,263871,8228,97.6,84.3,31.7,2.4,1.5,3.8
11798,5004,7.3,4.3,4.2,5.1,8.1,14.0,11.1,19.2,13.3,13.3,94409,107402,18293,92.7,61.2,42.7,7.3,9.3,15.0
11801,12823,3.7,1.2,4.6,2.7,5.7,7.8,9.4,20.6,15.2,29.2,138289,159008,41967,94.3,77.7,29.3,5.7,5.4,4.9
11803,10338,1.4,1.4,3.2,4.3,2.9,6.2,6.6,17.6,13.1,43.3,179197,206841,30151,97.9,87.2,26.2,2.1,1.8,3.2
11804,1388,4.0,2.1,1.9,4.1,3.8,7.3,8.9,14.7,10.1,43.1,173750,191474,4443,98.1,86.5,23.0,1.9,1.3,2.4
11901,11406,5.2,4.4,7.3,4.6,10.3,16.6,12.9,16.5,13.7,8.5,78857,101408,30808,89.7,66.9,43.9,10.3,9.8,13.4
11930,353,0.0,0.0,0.0,6.5,1.7,7.9,13.6,20.4,9.1,40.8,139917,234686,741,99.5,91.6,41.6,0.5,0.0,0.9
11931,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-
11932,402,1.2,0.0,4.2,6.5,0.0,10.7,10.4,8.7,20.6,37.6,179844,228914,1032,92.7,74.6,38.6,7.3,0.0,3.0
11933,2981,5.5,1.1,3.9,10.8,11.5,13.9,10.9,19.4,9.9,13.0,84176,111058,6955,95.6,75.7,39.3,4.4,4.1,6.8
11934,2709,3.5,0.7,5.2,1.6,2.7,11.5,8.3,23.1,15.3,28.1,145275,152108,7689,96.2,81.4,27.5,3.8,3.9,3.7
11935,1208,8.2,0.0,2.6,6.5,3.1,9.6,10.7,20.7,8.9,29.6,126071,215778,2847,95.5,78.3,44.7,4.5,1.4,5.7
11937,8336,3.4,2.6,9.1,4.4,7.1,8.9,7.4,17.5,12.2,27.2,114290,179609,21040,93.1,69.5,41.6,6.9,12.5,14.1
11939,722,2.6,0.8,1.0,10.5,9.4,11.2,13.6,14.5,14.0,22.3,100682,161125,1564,99.2,82.9,45.3,0.8,0.0,1.6
11940,1929,0.0,0.3,4.5,1.8,8.7,12.3,11.8,17.7,14.5,28.4,128598,175268,5435,98.0,85.3,32.5,2.0,1.5,3.3
11941,869,1.2,4.9,2.6,1.6,7.4,8.6,4.9,31.6,16.5,20.6,119846,150277,2486,95.6,84.8,25.7,4.4,1.3,5.5
11942,2267,2.0,1.3,3.4,5.4,2.8,15.4,17.5,15.4,14.4,22.5,104680,163446,5620,96.4,82.7,33.8,3.6,9.6,13.0
11944,2203,8.0,3.0,4.4,5.0,8.4,19.7,9.4,13.2,11.1,17.8,78615,139981,4598,89.6,72.6,42.8,10.4,5.4,9.2
11946,6458,4.6,1.5,4.5,3.0,7.1,9.6,11.8,19.1,12.0,26.8,117342,155542,17504,88.0,73.9,31.1,12.0,5.2,6.8
11947,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-,N,153,100.0,100.0,0.0,0.0,-,0.0
11948,228,12.7,0.0,0.0,0.0,5.7,8.8,16.7,34.6,6.6,14.9,121250,124582,535,93.8,76.4,30.7,6.2,20.9,10.7
11949,4996,3.6,2.4,4.5,4.3,6.1,9.9,7.2,24.7,13.6,23.7,125926,144286,13193,98.5,87.9,26.0,1.5,5.9,9.9
11950,4689,4.5,1.6,5.8,2.3,7.8,18.6,11.7,21.9,11.8,13.9,96165,116402,16347,92.9,70.1,34.1,7.1,10.0,12.1
11951,4819,8.3,1.2,7.7,7.1,4.4,9.7,12.1,30.9,7.6,11.1,99040,109061,14944,97.3,78.6,31.0,2.7,12.8,17.4
11952,2186,1.1,4.4,3.3,2.6,3.2,8.3,17.8,31.1,13.8,14.4,107077,130159,5231,90.9,76.1,34.5,9.1,0.0,2.8
11953,5660,7.2,4.6,5.0,4.4,9.1,14.8,8.2,18.7,17.2,10.8,89802,108128,13488,96.0,75.1,35.8,4.0,6.5,10.1
11954,1580,0.6,2.5,1.8,2.6,2.5,17.5,7.8,17.8,16.6,30.3,138900,225834,4307,88.3,76.6,30.5,11.7,0.0,2.9
11955,1452,7.6,3.7,3.0,7.4,10.5,16.3,16.2,18.3,15.4,1.7,77391,84652,2857,94.1,77.7,39.4,5.9,7.8,13.0
11956,145,9.0,0.0,4.1,11.0,3.4,11.0,2.8,24.1,4.1,30.3,106042,129259,305,97.4,84.9,45.2,2.6,4.3,6.9
11957,638,8.0,0.0,1.1,3.9,5.5,22.9,15.2,8.9,7.4,27.1,86938,197843,1220,93.2,78.9,54.8,6.8,1.7,4.8
11958,384,0.0,0.0,6.3,5.7,22.1,24.5,7.6,24.7,4.4,4.7,65438,87537,893,81.5,67.6,25.6,18.5,0.0,0.0
11959,249,19.7,0.0,0.0,8.4,6.0,0.0,19.3,1.6,28.9,16.1,-,144394,632,77.8,72.8,34.0,22.2,21.0,30.7
11960,430,0.0,0.0,7.4,1.9,5.6,7.2,9.8,5.1,21.4,41.6,173750,279097,962,97.3,95.6,38.8,2.7,0.0,0.0
11961,5625,2.4,1.4,9.7,4.1,12.4,14.3,12.8,17.9,11.6,13.3,85916,116500,13084,98.1,81.3,41.7,1.9,3.0,4.4
11962,161,4.3,0.0,7.5,1.9,13.0,14.9,12.4,16.1,0.0,29.8,86375,316703,344,100.0,58.1,70.1,0.0,12.8,13.4
11963,3556,2.1,0.4,6.3,4.1,6.5,14.9,9.9,20.7,9.8,25.3,111129,211414,8445,92.7,77.3,34.2,7.3,3.3,5.6
11964,1228,0.7,6.8,0.0,1.4,11.5,15.8,17.3,12.3,9.4,24.8,98409,123975,3129,92.4,69.2,47.4,7.6,0.0,3.6
11965,347,13.5,0.0,0.0,0.0,0.0,24.8,24.2,19.0,0.0,18.4,82154,108776,491,82.7,73.7,20.4,17.3,38.8,22.6
11967,8315,5.3,1.0,2.7,6.0,6.9,9.1,13.3,21.6,14.8,19.4,109019,155618,26836,95.4,75.5,32.4,4.6,5.0,8.0
11968,5314,4.3,1.7,2.4,4.7,3.4,10.6,6.4,18.6,9.6,38.3,142500,269944,13443,95.7,73.5,38.5,4.3,3.4,5.3
11970,275,0.0,0.0,17.8,32.0,0.0,7.3,0.0,22.5,0.0,20.4,-,219085,563,100.0,82.9,59.1,0.0,0.0,8.7
11971,2515,1.7,3.3,3.3,3.5,5.6,18.4,10.4,10.7,14.0,29.2,104720,186573,6286,87.5,71.3,33.9,12.5,0.0,3.9
11972,181,21.0,0.0,10.5,0.0,11.0,0.0,0.0,6.1,0.0,51.4,-,144801,413,100.0,91.0,31.7,0.0,29.5,20.6
11973,0,-,-,-,-,-,-,-,-,-,-,-,-,39,100.0,35.9,64.1,0.0,-,-
11975,213,10.8,0.0,3.8,5.6,8.9,4.7,0.0,17.4,5.6,43.2,-,297949,426,97.9,76.1,43.4,2.1,10.6,16.4
11976,1140,4.7,0.0,1.9,1.2,1.4,15.1,8.4,12.6,6.4,48.2,185000,300319,2437,95.9,84.1,30.2,4.1,1.8,6.7
11977,1100,0.6,0.0,3.5,1.8,3.3,12.3,12.3,17.4,20.1,28.8,139375,201585,2958,99.3,83.3,36.3,0.7,0.8,0.9
11978,1506,4.4,0.7,3.9,6.0,9.6,6.7,9.6,18.7,12.4,28.0,120909,210847,3959,93.9,71.3,40.4,6.1,5.8,10.4
11980,2217,1.5,0.5,2.2,6.1,4.1,17.2,11.1,26.3,17.7,13.4,113004,121347,5120,95.7,87.2,24.6,4.3,1.1,2.1
12007,145,0.0,0.0,0.0,0.0,33.1,13.8,18.6,12.4,0.0,22.1,86125,105037,325,100.0,77.5,52.3,0.0,13.3,11.7
12008,166,0.0,4.8,15.1,4.2,0.0,0.0,13.9,38.6,18.7,4.8,135636,118296,427,96.7,92.5,15.9,3.3,6.5,4.4
12009,3169,0.5,2.3,4.2,4.9,8.0,11.6,16.0,28.2,11.1,13.2,106563,126131,8319,98.3,86.2,30.7,1.7,2.2,4.0
12010,11020,6.8,5.6,9.0,9.8,15.1,16.5,11.4,15.0,6.3,4.6,55083,72734,26790,95.9,60.2,50.1,4.1,14.0,16.9
12015,1615,4.6,3.5,6.5,8.2,7.7,15.9,13.5,20.4,10.5,9.2,83197,107008,4135,94.8,75.4,35.0,5.2,8.8,12.4
12017,212,0.0,0.0,3.3,42.0,0.0,15.1,15.6,4.2,9.4,10.4,-,90806,419,93.6,46.5,67.5,6.4,0.0,0.0
12018,2895,3.7,0.3,1.3,2.6,4.4,12.9,13.0,26.5,15.0,20.3,123025,138033,7300,97.1,83.6,30.7,2.9,0.8,3.4
12019,6493,1.3,2.6,1.6,5.2,7.4,14.2,13.2,22.5,15.7,16.3,104405,142645,15272,98.4,91.5,25.5,1.6,1.8,3.5
12020,14308,1.2,2.7,4.3,4.8,8.1,14.3,14.0,22.2,16.4,12.0,100653,115082,34063,97.6,80.7,33.6,2.4,3.3,6.2
12022,359,3.3,3.9,3.6,4.7,18.7,11.4,15.9,20.9,11.1,6.4,93125,96491,1038,98.4,65.3,42.7,1.6,6.9,11.1
12023,848,2.6,1.3,3.7,3.2,6.7,18.5,13.2,38.7,4.5,7.7,101250,102029,2374,98.1,75.9,42.5,1.9,0.4,1.9
12024,52,0.0,36.5,3.8,0.0,3.8,3.8,0.0,11.5,40.4,0.0,-,104792,83,100.0,60.2,49.4,0.0,0.0,22.9
12025,2257,3.8,3.9,5.8,11.3,10.9,22.1,11.4,14.7,2.6,13.5,64760,95700,5248,96.0,67.5,44.4,4.0,6.9,8.8
12027,1608,1.3,0.0,2.0,4.0,7.8,12.4,18.2,21.6,13.6,19.2,106439,134795,4229,99.5,89.5,26.2,0.5,0.0,3.3
12028,378,1.1,5.8,6.9,4.5,16.4,14.3,23.0,10.6,13.5,4.0,78333,87099,1082,94.0,74.2,32.3,6.0,15.9,18.3
12029,496,6.0,2.6,13.1,4.4,5.6,9.1,13.3,19.4,15.7,10.7,95625,111712,914,97.6,76.5,49.1,2.4,2.7,8.9
12031,70,15.7,0.0,1.4,5.7,0.0,24.3,25.7,0.0,18.6,8.6,80417,94711,191,100.0,63.4,48.7,0.0,10.3,9.4
12032,318,0.0,2.8,17.9,11.3,4.7,21.7,11.3,21.1,9.1,0.0,55000,73051,737,93.6,67.7,53.5,6.4,4.1,5.6
12033,3387,1.1,1.9,3.4,12.2,13.5,11.4,13.8,20.5,15.5,6.9,91061,105347,7433,96.4,81.5,35.5,3.6,1.6,4.0
12035,205,0.0,2.9,11.7,16.1,4.9,15.6,20.5,13.7,5.4,9.3,74107,94615,484,97.3,64.3,55.4,2.7,0.0,1.2
12036,78,9.0,20.5,5.1,0.0,35.9,5.1,14.1,0.0,6.4,3.8,39500,58305,220,100.0,71.8,55.0,0.0,11.4,14.5
12037,1733,7.4,2.5,7.4,7.1,4.4,15.5,12.7,23.3,8.1,11.5,86650,103621,4083,92.4,71.5,40.1,7.6,9.3,8.4
12040,19,0.0,0.0,15.8,0.0,0.0,73.7,0.0,10.5,0.0,0.0,53906,58179,28,89.3,82.1,25.0,10.7,0.0,17.9
12041,136,0.0,0.0,9.6,7.4,9.6,0.0,22.1,30.9,0.0,20.6,112619,126090,319,100.0,90.0,17.2,0.0,0.0,0.0
12042,134,0.0,0.0,0.0,0.0,0.0,32.1,29.9,11.2,16.4,10.4,90147,134830,297,100.0,99.0,19.9,0.0,0.0,0.0
12043,2789,1.5,5.1,8.1,7.2,13.9,14.0,18.1,16.9,8.1,7.2,75276,89913,7711,96.2,75.2,40.9,3.8,5.8,12.6
12045,186,0.0,0.0,0.0,0.0,39.2,5.4,11.3,44.1,0.0,0.0,86190,81144,467,100.0,70.2,31.9,0.0,0.0,0.4
12046,265,11.7,0.0,14.0,4.5,7.5,21.5,0.0,20.4,11.3,9.1,-,87482,519,94.4,82.9,40.7,5.6,18.2,11.6
12047,9684,4.0,4.9,5.3,7.3,10.4,19.5,15.8,18.0,6.9,8.0,71793,93406,22492,97.5,69.7,43.6,2.5,11.7,15.8
12051,1472,1.8,3.1,5.7,6.1,11.5,19.4,14.0,12.8,15.3,10.3,84107,105303,4020,98.3,82.0,36.6,1.7,3.3,3.1
12052,701,2.0,3.1,1.4,7.3,4.7,12.7,11.0,41.7,13.1,3.0,113977,102347,1974,99.6,76.1,39.0,0.4,8.2,5.8
12053,1622,8.9,0.8,0.1,9.8,5.1,16.7,11.7,16.5,13.2,17.2,92024,124982,4245,97.2,83.9,30.7,2.8,7.2,10.4
12054,6967,1.1,0.9,2.2,2.3,5.8,12.4,11.4,23.2,14.1,26.7,129901,153197,16849,98.4,91.4,25.1,1.6,1.2,3.1
12056,749,2.5,2.1,2.1,3.6,13.1,7.9,17.6,19.6,19.8,11.6,103750,122476,2029,94.2,85.5,27.1,5.8,4.2,5.1
12057,727,0.0,0.0,11.7,5.2,7.2,28.7,16.9,18.2,7.0,5.1,70750,92689,1997,95.6,71.6,47.0,4.4,4.0,3.7
12058,492,7.1,0.0,4.7,10.2,9.6,5.9,23.0,15.4,20.1,4.1,80608,94499,1163,99.4,78.4,32.2,0.6,4.2,12.2
12059,608,0.0,0.5,3.3,11.8,12.0,12.8,23.4,14.3,4.9,16.9,97692,105311,1417,87.4,61.1,37.9,12.6,2.0,2.7
12060,774,1.7,0.9,1.6,4.3,12.3,15.8,13.6,14.1,10.9,25.1,100000,151804,1813,88.8,68.8,44.8,11.2,2.6,3.8
12061,4037,1.8,0.0,1.4,3.4,3.7,17.2,15.8,24.5,12.4,19.9,112488,145967,9942,98.5,88.9,24.7,1.5,1.0,2.2
12062,704,2.3,1.6,7.0,5.7,5.4,24.9,18.3,21.3,7.4,6.3,76198,94704,1656,98.1,68.5,40.8,1.9,1.5,9.6
12063,282,0.0,0.0,0.0,0.0,0.0,25.9,55.7,9.9,0.0,8.5,82208,107019,609,100.0,69.6,50.1,0.0,0.0,8.4
12064,123,4.1,7.3,17.9,10.6,10.6,29.3,0.0,20.3,0.0,0.0,47375,54006,254,100.0,72.0,48.4,0.0,0.0,7.2
12065,18043,1.3,0.9,3.7,5.1,7.1,12.9,13.3,20.3,16.5,18.8,112512,140725,44453,97.9,83.4,28.7,2.1,1.5,3.0
12066,776,3.0,3.0,2.4,3.4,15.7,20.7,18.0,15.3,7.3,11.1,79423,98191,1828,97.7,74.1,40.6,2.3,2.1,4.5
12067,596,5.5,0.5,11.2,4.7,7.0,4.2,15.1,17.6,25.2,8.9,101786,114439,1457,100.0,93.1,25.1,0.0,5.0,6.0
12068,875,2.5,1.8,8.1,9.0,18.1,21.1,9.5,15.8,9.0,5.0,66274,83925,2509,95.0,70.6,42.8,5.0,8.2,9.4
12069,164,11.6,0.0,0.0,10.4,9.8,30.5,11.6,0.0,0.0,26.2,64762,107641,483,100.0,89.0,32.5,0.0,0.0,3.9
12070,784,0.8,0.3,8.2,20.9,10.8,10.3,12.1,9.8,12.6,14.2,73864,99173,2496,99.0,65.0,45.4,1.0,11.2,13.8
12071,99,3.0,4.0,4.0,0.0,18.2,29.3,11.1,16.2,3.0,11.1,66250,91953,217,100.0,89.9,23.5,0.0,4.1,6.0
12072,987,2.4,2.4,5.5,8.1,11.2,20.0,18.8,17.7,8.6,5.2,75380,89558,2913,85.3,63.2,33.8,14.7,10.4,17.7
12074,1121,2.8,9.4,6.1,3.3,12.8,12.0,11.7,18.5,15.2,8.5,82841,98242,2916,96.6,70.8,41.5,3.4,18.0,15.2
12075,1104,5.1,4.1,4.1,1.4,16.5,11.8,10.2,14.8,10.9,21.3,82014,123969,3000,100.0,75.9,40.3,0.0,3.3,8.4
12076,573,4.2,6.8,6.1,8.4,9.9,19.2,11.3,19.7,7.0,7.3,70625,85472,1271,98.3,68.2,52.2,1.7,4.1,8.1
12077,2634,3.0,2.4,3.2,3.0,11.5,8.1,7.8,17.8,16.8,26.5,131000,148011,6703,98.5,84.4,30.7,1.5,1.7,9.6
12078,9563,4.7,6.7,9.9,11.4,15.1,18.5,12.8,13.9,4.1,2.9,51756,66773,22880,96.4,53.7,58.7,3.6,15.8,19.0
12082,2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,-,N,2,100.0,100.0,100.0,0.0,-,0.0
12083,1212,0.0,3.5,3.1,6.2,13.4,14.1,22.4,16.9,11.3,9.2,84839,102484,3900,98.1,77.4,34.1,1.9,3.7,4.2
12084,2204,3.6,1.0,2.9,6.7,5.6,24.6,12.7,24.2,7.8,10.7,90052,109536,4914,96.8,79.3,28.8,3.2,7.8,7.4
12085,114,14.0,7.9,12.3,18.4,47.4,0.0,0.0,0.0,0.0,0.0,34375,29662,149,85.2,68.5,34.2,14.8,0.0,16.8
12086,674,1.6,3.3,16.2,1.6,8.9,18.8,20.6,21.2,3.4,4.3,74821,78548,1648,97.6,68.4,47.8,2.4,0.8,4.1
12087,441,3.6,0.0,0.0,0.0,22.4,22.7,13.6,10.7,25.2,1.8,81964,95955,1279,96.1,65.4,41.4,3.9,0.0,1.6
12090,2251,3.4,4.0,5.6,8.3,13.7,15.2,16.7,17.2,12.4,3.6,74375,89729,5722,96.6,66.5,46.1,3.4,6.1,7.7
